question_id,subject_id,chapter_id,chapter_name,question_number,book_section,book_question_number,question_type,question_text,sql_code,has_sql_asset,choice_count,choice_kinds,correct_choice,explanation,question_type_encoded,choice_kind_complexity,difficulty,difficulty_label
3_5_4,3,5,SQL 옵티마이저,4,III,71,worst_choice,바인드 변수보다 Literal 상수 조건을 사용하는 것이 더 효율적인 경우로 가장 적절하지 않은 것은?,,False,4,"text,text,text,text",3,사용자의 입력 조건이 다양해서 조건절을 동적으로 구성하더라도 조건절 비교 값만큼은 바인드 변수를 사용하려고 노력해야 한다.,0,1,1,Medium
3_5_5,3,5,SQL 옵티마이저,5,III,72,worst_choice,아래와 같이 작성된 프로그램의 문제점으로 가장 적절하지 않은 것은?,"create function get_count(p_table varchar2, p_column varchar2, p_value varchar2)
return number
is
  l_sql varchar2(4000);
  l_count number;
begin
  l_sql := 'select count(*) from ' || p_table;

  if p_column is not null and p_value is not null then
    l_sql := l_sql || ' where ' || p_column || ' = :1';
    execute immediate l_sql into l_count using p_value;
  else
    execute immediate l_sql into l_count;
  end if;

  return l_count;
end get_count;",True,4,"text,text,text,text",1,"Dynamic SQL 방식으로 코딩했지만, 바인드 변수를 사용했으므로 불필요한 하드파싱을 많이 일으킨다고 말하기는 어렵다. 함수 내 선언된 SQL은 NDS(Native Dynamic SQL)로 호출 시 권한 및 문법 체크를 하므로 테이블의 DDL에 영향을 받지 않는다. 바인드 변수를 사용했으므로 칼럼 히스토그램은 활용하지 못하지만, 레코드 건수, 칼럼 값의 종류(NDV), Null 값 개수 등을 활용해 실행계획을 수립한다.",0,1,2,Hard
3_5_6,3,5,SQL 옵티마이저,6,III,73,worst_choice,SQL 작성 방식에 대해 설명으로 가장 적절하지 않은 것은?,,False,4,"text,text,text,text",4,바인드 변수를 사용하기만 하면 루프 내에서 반복 수행되는 SQL이더라도 캐싱된 SQL을 공유할 수 있다. 조건절을 바꾸지 않고 반복 수행하는 경우도 있으므로 ④는 옳지 않다. Static SQL은 PreCompile 과정을 거치므로 런타임 시 안정적인 프로그램 Build가 가능하다. 그리고 Dynamic SQL을 사용하면 애플리케이션 커서 캐싱이 작동하지 않는 경우가 있다. 따라서 Static SQL을 지원하는 개발환경에선 가급적 이 방식을 사용하는 것이 좋다.,0,1,1,Medium
3_5_7,3,5,SQL 옵티마이저,7,III,74,worst_choice,비용기반 옵티마이저(CBO)는 쿼리 최적화 과정에 비용(Cost)을 계산한다. 비용(Cost)으로 가장 적절하지 않은 것은?,,False,4,"text,text,text,text",2,"데이터베이스 Call은 옵티마이저가 수립한 실행계획에 따라 SQL을 수행하는 과정에, 또는 옵티마이저에게 실행계획을 수립해 달라고 요청하는 과정에 발생한다. ①은 전통적인 I/O 비용 모델에서 사용하는 비용 개념이다. 3번과 4번은 최신의 CPU 비용 모델에서 사용하는 비용 개념이다. CPU 비용 모델에서도 I/O는 가장 중요한 비용 요소다.",0,1,1,Medium
3_5_8,3,5,SQL 옵티마이저,8,III,75,worst_choice,규칙기반 옵티마이저(RBO)가 사용하는 규칙으로 가장 적절하지 않은 것은?,,False,4,"text,text,text,text",4,"직급의 종류 개수(NDV, Number Of Distinct Value)는 CBO가 사용하는 가장 대표적인 통계정보다. (RBO는 이와 같은 데이터의 분포도나 통계정보를 고려하지 않습니다.)",0,1,1,Medium
3_5_9,3,5,SQL 옵티마이저,9,III,76,worst_choice,전체범위 최적화(ALL_ROWS) 방식의 옵티마이저 모드에 대한 설명으로 가장 적절하지 않은 것은?,,False,4,"text,text,text,text",4,전체범위 최적화는 빠른 Response Time보다 Throughput 중심으로 최적화를 시행한다.,0,1,1,Medium
3_5_10,3,5,SQL 옵티마이저,10,III,77,best_choice,"아래 설명에 해당하는 옵티마이저(Optimizer) 모드로 가장 적절한 것은? [아래]
쿼리 최종 결과집합을 끝까지 Fetch하는 것을 전제로, 시스템 리소스를 가장 적게 사용하는 실행계획을 선택하는 옵티마이저 모드",,False,4,"text,text,text,text",4,옵티마이저 모드 중 ALL_ROWS는 쿼리 최종 결과집합을 끝까지 Fetch 하는 것을 전제로 하는 옵티마이저 모드이다.,1,1,1,Medium
3_5_11,3,5,SQL 옵티마이저,11,III,78,worst_choice,통계정보 수집 시 고려해야 할 사항으로 가장 적절하지 않은 것은?,,False,4,"text,text,text,text",2,"통계정보 수집 시 시스템에 많은 부하를 주므로 대용량 테이블에는 흔히 표본 검사 방식을 사용한다. 표본 검사 시, 가능한 한 적은 양의 데이터를 읽고도 전수 검사할 때의 통계치에 근접하도록 해야 한다.",0,1,1,Medium
3_5_12,3,5,SQL 옵티마이저,12,III,79,best_choice,"가장 효율적인 SQL로 가장 적절한 것은? (단, ItemAmtFunc는 저장형 함수이고, 상품 테이블의 PK는 상품코드임)",,False,4,"sql_query,sql_query,sql_query,sql_query",2,"③은 View Merging이 발생하기 때문에 함수호출 횟수가 1번과 같다. ④는 스칼라 서브쿼리의 캐싱효과를 이용해 함수호출 횟수를 줄이려 했지만, 상품 테이블에서 상품코드는 Unique하기 때문에 캐싱 효과가 없고 오히려 캐시를 탐색하는 비용만 추가된다. ②는 ROWNUM을 이용해 View Merging을 방지했으므로 성능 개선에 도움이 된다.",1,3,1,Medium
3_5_13,3,5,SQL 옵티마이저,13,III,80,fill_blank,"뷰 머징(View Merging) 쿼리변환이 발생하지 않도록 빈칸에 들어갈 옵티마이저 힌트로 가장 적절한 것은? (단, DBMS는 오라클로 가정)","SELECT A.DEPTNO, A.DNAME, B.SAL
FROM DEPT A,
     (SELECT /*+ [ 빈칸 ] */
             DEPTNO, SUM(SAL) SAL
      FROM EMP
      GROUP BY DEPTNO
     ) B
WHERE A.DEPTNO = B.DEPTNO",True,4,"sql_fragment,sql_fragment,sql_fragment,sql_fragment",3,"뷰 머징 쿼리변환이 발생하지 않도록 제어하는 옵티마이저 힌트는 NO_MERGE이다.
* NO_PUSH_PRED: 조인조건 Pushdown을 방지
* NO_UNNEST: 서브쿼리를 FILTER 방식으로 최적화
* NO_REWRITE: 구체화 뷰의 쿼리 재작성 기능을 방지",2,2,2,Hard
3_5_14,3,5,SQL 옵티마이저,14,III,81,best_choice,뷰 머징(View Merging)이 가능한 경우로 가장 적절한 것은?,,False,4,"text,text,text,text",2,"GROUP BY를 포함한 뷰는 복합 뷰 머징(Complex View Merging)이 자주 발생한다. 반면 집합 연산자(UNION 등), CONNECT BY 절, ROWNUM pseudo 칼럼, 분석 함수(윈도우 함수) 등이 포함된 뷰는 Merging이 불가능하다.",1,1,1,Medium
3_5_15,3,5,SQL 옵티마이저,15,III,82,best_choice,"아래 SQL에 대한 설명으로 가장 적절한 것은? (단, 쿼리변환(Query Transformation)이 동작하는 것으로 가정함)","select *
from (select deptno, empno, ename, job, sal, sal * 1.1 sal2, hiredate
      from emp
      where job = 'CLERK'
      union all
      select deptno, empno, ename, job, sal, sal * 1.2 sal2, hiredate
      from emp
      where job = 'SALESMAN') v
where v.deptno = 30",True,4,"text,text,text,text",3,"조건절 Pushdown 쿼리 변환이 발생하여 메인 쿼리의 deptno 조건이 인라인 뷰 안으로 파고 들어간다. 따라서 다음과 같이 변환된 SQL을 기준으로 문제를 풀면 쉽다.
select deptno, empno, ename, job, sal, sal * 1.1 sal2, hiredate
from emp
where job = 'CLERK'
and deptno = 30
union all
select deptno, empno, ename, job, sal, sal * 1.2 sal2, hiredate
from emp
where job = 'SALESMAN'
and deptno = 30",1,1,2,Hard
3_5_16,3,5,SQL 옵티마이저,16,III,83,worst_choice,아래 SQL을 처리할 때 옵티마이저가 선택할 수 있는 옵션으로 가장 적절하지 않은 것은?,"select e1.고객번호, e1.과금액, e2.수납액, e1.과금액 - e2.수납액 미수금액
from (select 고객번호, sum(과금액) 과금액 from 과금 group by 고객번호) e1,
     (select 고객번호, sum(수납액) 수납액
      from 수납
      where 고객번호 = 10
      group by 고객번호) e2
where e1.고객번호 = e2.고객번호
and e2.수납액 > 0",True,4,"text,text,text,text",1,"①번 방식으로 처리할 경우, 조인 후에 GROUP BY를 수행하게 되면 Cartesian Product(카테시안 곱) 현상과 유사하게 데이터가 부풀려져 집계 결과(과금액, 수납액)가 틀려질 수 있다.",0,1,2,Hard
3_5_17,3,5,SQL 옵티마이저,17,III,84,best_choice,뷰머징(View Merging)이 가능한 SQL로 가장 적절한 것은?,,False,4,"sql_query,sql_query,sql_query,sql_query",2,"① 집합 연산자가 포함된 뷰는 Merging이 불가능하다.
③ CONNECT BY절이 포함된 뷰는 Merging이 불가능하다.
④ ROWNUM pseudo 칼럼이 포함된 뷰는 Merging이 불가능하다.
(반면, ②번처럼 GROUP BY를 포함한 뷰는 복합 뷰 머징을 통해 머징이 가능합니다.)",1,3,1,Medium
3_6_1,3,6,고급 SQL 튜닝,1,III,85,fill_blank,"아래 빈칸에 들어갈 내용으로 가장 적절한 것은? 하나의 테이블에 많은 양의 데이터가 저장되면 인덱스를 추가하고 테이블을 몇 개로 쪼개도 성능이 저하되는 경우가 있다. 이때 논리적으로는 하나의 테이블이지만 물리적으로는 여러 개의 테이블로 분리하여 데이터 액세스 성능도 향상시키고, 데이터 관리방법도 개선할 수 있도록 테이블에 적용하는 기법을 [ 빈칸 ](이)라고 한다.",,False,4,"text,text,text,text",1,"테이블 압축: Disk 스토리지 공간 절약을 위해 블록을 압축
클러스터: 물리적으로 다른 영역에 있지만 항상 같이 읽히는 데이터들을 같이 저장하기 위해 사용
인덱스 구성 테이블: 테이블을 인덱스 구조로 정렬하여 생성",2,1,2,Hard
3_6_2,3,6,고급 SQL 튜닝,2,III,86,best_choice,데이터베이스 Call은 SQL 커서에 대한 작업 요청에 따른 구분과 Call 발생 위치에 따른 구분으로 나누어진다. DBMS 외부에서 발생하는 Call을 줄이기 위한 기술요소로 가장 적절한 것은?,,False,4,"text,text,text,text",1,"효과적인 화면 페이지 처리는 DBMS 외부로부터 요청되는 Call이다. ②, ③, ④는 DBMS 내부에서 발생하는 Call이다.",1,1,1,Medium
3_6_3,3,6,고급 SQL 튜닝,3,III,87,best_choice,아래 SQL 트레이스에서 유추할 수 있는 ArraySize는?,,False,4,"text,text,text,text",3,"ArraySize = rows / (Fetch count - 1)이므로, 30,000 / (301 - 1) = 100이다.",1,1,1,Medium
3_6_4,3,6,고급 SQL 튜닝,4,III,88,worst_choice,데이터베이스 Call 부하를 줄이는 방안으로 가장 적절하지 않은 것은?,,False,4,"text,text,text,text",4,"Array Size를 늘리고 페이징 처리 방식으로 데이터를 출력하면 Fetch Call을 줄여준다. 한번에 여러 SQL을 일괄 수행하는 기능을 PL/SQL로 구현하면 User Call이 Recursive Call로 전환되므로 데이터베이스 Call 부하를 모두 줄일 수 있다. 반면, 코드명 조회에 조인을 사용하지 않고 PL/SQL 함수를 사용하면 데이터베이스 Call 발생 횟수를 늘리게 된다.",0,1,1,Medium
3_6_5,3,6,고급 SQL 튜닝,5,III,89,worst_choice,DB 저장형 사용자 정의 함수를 포함한 아래 SQL에 대한 설명으로 가장 적절하지 않은 것은?,"select empno, ename, job, sal,
       sf_deptnm(deptno) deptnm,
       sf_sal_avg(deptno) sal_avg
from emp
where sal >= :sal",True,4,"text,text,text,text",3,사용자 정의 함수 내에서 다른 테이블을 참조하여 값을 반환하는 경우 읽기 일관성이 보장되지 않는다. 트랜잭션에 의해 수정이 완료된 값이라면 그 변경된 값이 반환될 수 있다.,0,1,2,Hard
3_6_6,3,6,고급 SQL 튜닝,6,III,90,worst_choice,아래와 같이 SELECT절에서 이름을 반환하는 목적으로 사용자 정의 함수를 이용하여 작성한 SQL에 대한 설명으로 가장 적절하지 않은 것은?,"select empno, ename, job,
       func_dname(deptno) dname,                            /* (가) */
       (select func_dname(deptno) from dual) dname2         /* (나) */
from emp
where hiredate >= trunc(sysdate, 'yy');",True,4,"text,text,text,text",3,스칼라 서브쿼리는 입력 값(=조인 칼럼)과 출력 값(=리턴 값)을 PGA에 저장하여 값의 종류가 적을 때 효과적이다. 값의 종류(Distinct Value)가 매우 많다면 캐싱 효과가 떨어져 성능에 유리하지 않다.,0,1,2,Hard
